id,title,main_picture,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,start_date,end_date,media_type,status,genres
58711,Jueshi Zhan Hun,"{'medium': 'https://cdn.myanimelist.net/images/anime/1290/150120.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1290/150120l.jpg'}","The Xuanling Sect, the head of the four major sects, came to Shuicheng to select disciples for the first time in many years. The Fang and Qin families started fighting openly and secretly around this opportunity that would determine their fate. In the end, Qin Nan relied on his dedicated training, excellent talent, and the God of War Soul obtained by chance, and under the fair judgment of the messenger Xiao Qingxue, he successfully reversed the decline and defeated the Fang family. 

After entering the sect, Qin Nan aroused the hatred of Ouyang Jun, the son of the sect leader, because of his involvement in Xiao Qingxue's forced marriage. In order to continue to become stronger and repay Xiao Qingxue's kindness, Qin Nan repeatedly defeated powerful enemies, won the first place in the Wanxiang Competition and the Outer Sect Competition, entered the Wuyuan Pavilion with the four major sect geniuses, and obtained the power to stir up the continent. 

A shocking secret, an appointment with Leng Feng to fight in the Palace of Life and Death, overcoming the siege of Linshui City by the Beihai family, exploring the Nine-Character Mantra Tower, and vowing to fight the evil forces of the sect to the end. 

(Source: Iqiyi, Google translated)",7.15,3657.0,14186,1092,216,2024-04-27,,ona,currently_airing,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Martial Arts']"
48956,Wu Shang Shen Di 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1558/114920.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1558/114920l.jpg'}",The second season of Wu Shang Shen Di.,7.14,3733.0,10399,3279,872,2021-05-21,,ona,currently_airing,"['Action', 'Adventure', 'Fantasy', 'Supernatural']"
1199,Nintama Rantarou,"{'medium': 'https://cdn.myanimelist.net/images/anime/6/74028.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/74028l.jpg'}","Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. 

With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama.

The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes. ",7.08,4063.0,7406,8293,2610,1993-04-10,,tv,currently_airing,"['Comedy', 'Kids']"
59169,Aru Majo ga Shinu Made,"{'medium': 'https://cdn.myanimelist.net/images/anime/1620/148221.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1620/148221l.jpg'}","On her seventeenth birthday, the apprentice witch Meg learns that she only has one year left to live. Her teacher, the long-lived witch Faust, explains that the only way to undo the death curse is to collect tears of joy and grow the seed of life. To find them, Meg will have to leave the sheltered life she's always known and head out into the world. There will be meetings, partings, and friendships aplenty, and of course many tears. Meg will learn the most important lessons for a witch are bright, sweet, and somewhat heart wrenching.

(Source: Yen Press)",7.08,4074.0,4002,36444,5025,2025-04-01,2025-06-17,tv,currently_airing,"['Adventure', 'Drama', 'Fantasy']"
59452,"Katainaka no Ossan, Kensei ni Naru","{'medium': 'https://cdn.myanimelist.net/images/anime/1069/148148.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1069/148148l.jpg'}","Beryl Gardinant, a self-proclaimed ""humble old man,"" is a sword instructor at his dojo in a rural, backwater village. In his younger years, he dreamed of glory as a master swordsman, but those days are long behind him. Out of the blue, he receives a visit from a famous former pupil who brings him world-shattering news—he's been appointed as a special instructor for the knights of the Liberion Order! With his life now turned upside down, Beryl travels to the capital and reunites with some of his former students: elite knights, an ace wizard, and even an adventurer who's attained the highest guild rank possible. But why do they all want his tutelage?! As far as he's concerned, they clearly don't need him anymore. Can Beryl live up to his new position? And will he ever get a moment's peace away from his adoring students?!

(Source: J-Novel Club)",7.05,4197.0,2263,99931,13857,2025-04-05,2025-06-21,tv,currently_airing,"['Action', 'Adventure', 'Fantasy']"
52709,"Danjo no Yuujou wa Seiritsu suru? (Iya, Shinai!!)","{'medium': 'https://cdn.myanimelist.net/images/anime/1429/150067.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1429/150067l.webp'}","A boy and a girl pledge lifelong friendship in a small town junior high school. The relationship between the two, who are destined to share a common dream, has passed two years without any particular development.

Himari Inuzuka, a bubbly girl who has yet to find her first love, and Yuu Natsume, a plant-loving boy who enjoys flowers, still spend their days peacefully as best friends in the gardening club in the second year of high school.

""If Yuu can't get married, I have to take responsibility.""
""I'm having trouble now because after Himari said that, your brother began calling me 'My brother-in-law!'""

However, when Yuu reunites with his first crush, the gears of their relationship suddenly go out of sync! Will Himari be able to escape her ""ideal friend"" now that she has found love?

(Source: MAL News)",7.03,4302.0,2337,94845,13118,2025-04-04,2025-06-20,tv,currently_airing,"['Comedy', 'Romance', 'School']"
58131,Shiunji-ke no Kodomotachi,"{'medium': 'https://cdn.myanimelist.net/images/anime/1955/148360.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1955/148360l.jpg'}","The love between brother and sister. The love between man and woman. That which is most forbidden is most unyielding. The two sons and five daughters of the Shiunji family shine like brilliant gems, each with intelligence and beauty in equal measure. And with the pedigree of their wealthy father behind them, how could they not be the talk of the town? Eldest son Arata has spent his life being tossed around by the whims of his colorful sisters, yet a little teasing won't stop him from valuing his family over anything and anyone else. But when his youngest sister turns fifteen, their father reveals a long-hidden secret of the Shiunji ""siblings"" and knocks Arata's world off its axis...

(Source: Yen Press)",7.01,4390.0,2959,64172,8721,2025-04-08,2025-06-24,tv,currently_airing,"['Comedy', 'Love Polygon', 'Romance', 'Seinen']"
55514,Zatsu Tabi: That's Journey,"{'medium': 'https://cdn.myanimelist.net/images/anime/1944/148218.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1944/148218l.webp'}","Chika Suzugamori, an 18-year-old newcomer manga artist, has just had three of her drafts rejected in a single day. Her editor suggests incorporating her interests into her work, but Chika is an indoor person who only thinks about manga day and night. At a loss, she feels a sudden desire to get away from everything and go on a journey somewhere. 

Due to the results of an online poll that she posted on a whim, Chika hops on a train and heads north from Tokyo on an impromptu solo trip. When she ends up at the top of Mount Haguro in Aizu-Wakamatsu, she realizes she feels refreshed and more motivated than before. Even if her projects get turned down again in the future, Chika plans to journey around Japan with friends old and new.

[Written by MAL Rewrite]",6.92,4795.0,4504,28429,3749,2025-04-07,2025-06-23,tv,currently_airing,"['Adventure', 'Iyashikei', 'Seinen', 'Slice of Life']"
60293,Ballpark de Tsukamaete!,"{'medium': 'https://cdn.myanimelist.net/images/anime/1065/148659.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1065/148659l.jpg'}","To escape his tiring job, weary Murata finds escape at a nearby baseball stadium. While the games are thrilling, it’s Ruriko, the gyaru as cold as the beer she serves but secretly a sweetheart, who keeps him coming back. As her first regular, Murata discovers the warmth behind her frosty demeanor, and their hilarious, heartwarming encounters light up the ballpark and maybe even their hearts.

(Source: Crunchyroll)",6.91,4840.0,4644,26647,4216,2025-04-02,2025-06-18,tv,currently_airing,"['Adult Cast', 'Comedy', 'Seinen', 'Sports', 'Team Sports']"
50738,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita: Sono Ni","{'medium': 'https://cdn.myanimelist.net/images/anime/1074/147339.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1074/147339l.jpg'}","Second season of Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita.",6.87,5034.0,2233,101810,6620,2025-04-05,2025-06-21,tv,currently_airing,"['CGDCT', 'Comedy', 'Fantasy', 'Isekai']"
51768,Girigiri Warukunai Watame,"{'medium': 'https://cdn.myanimelist.net/images/anime/1898/123645.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1898/123645l.jpg'}",A series of comedic YouTube shorts with Tsunomaki Watame.,6.86,5083.0,12833,1579,534,2022-01-07,,ona,currently_airing,['Comedy']
59410,Ling Wu Dalu,"{'medium': 'https://cdn.myanimelist.net/images/anime/1671/144511.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1671/144511l.jpg'}","Lingwu Continent is a world where spiritual power and martial spirit coexist. A spiritual cultivator can move mountains and rivers with a thought, and a martial artist can tear the world apart with bare hands. Chen Tian, ​​a former genius in Xingchen Town, lost his martial spirit and dried up his spiritual sea after he turned ten.

Since then, he has become a waste of his family and has been looked down upon by others. In a life-and-death struggle, Chen Tian fell off a cliff and mistakenly entered the formation arranged by the ancient sword emperor. Under the influence of the power of the heavenly book, he awakened his spiritual and martial dual cultivation physique. At the same time, he also obtained a strange memory and a mysterious storage ring. 

From then on, he rose from adversity, broke through the reincarnation of the Heavenly Dao Palm, and finally crossed the shackles of the emperor's calamity and aspired to become the champion of Lingwu Continent!

(Source: iQIYI)",6.85,5132.0,16605,586,108,2024-07-26,,ona,currently_airing,"['Action', 'Adventure', 'Fantasy', 'Reincarnation']"
56566,Beyblade X,"{'medium': 'https://cdn.myanimelist.net/images/anime/1394/145458.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1394/145458l.jpg'}","At the heart of X City stands the impressive X Tower, an interconnected twin-skyscraper structure that symbolizes the pinnacle of every Beyblade player's dream. The building serves as the official headquarters for professional Beybattles, where competitors strive to ascend all one hundred floors; at its summit, the reigning champions, Team Pendragon, await contenders worthy of challenging their title.

Bird Kazami, an amateur Blader, arrives in the city eager to turn professional. However, he and his teammates are crushed in their first qualifying match, prompting his companions to give up and disband their team. Fortunately, Bird is soon approached by the easygoing Ekusu Kurosu. In disguise as ""Kamen X"" to hide his identity as a former member of the undefeated Team Pendragon, Ekusu wants to climb the tower all over again. To complete their new group, they recruit skilled Beyblade expert and savvy social media influencer Multi Nanairo.

Driven by their individual goals, the trio wins their preliminary rounds, launching their careers as Team Persona. Bird and his new friends must navigate the world of corporate sponsorships, earn the fickle public's support, and defeat many formidable opponents—all in their quest to reach X Tower's peak.

[Written by MAL Rewrite]",6.82,5295.0,8881,5282,1325,2023-10-06,,tv,currently_airing,"['Adventure', 'Kids', 'Sports']"
35686,Doraemon (2005) Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/1969/109880.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1969/109880l.jpg'}","59 Doraemon (2005) TV Specials exist as of January 24, 2018.",6.81,5368.0,11891,2122,512,2005-04-15,,tv_special,currently_airing,"['Comedy', 'Seinen']"
58614,Teogonia,"{'medium': 'https://cdn.myanimelist.net/images/anime/1066/148358.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1066/148358l.jpg'}","In the harsh region known as the borderlands, humans must fight an endless battle against demi-human creatures that come at them relentlessly, intent on taking their land and their gods. A young boy named Kai, fighting to defend his village, sustains a life-threatening injury that causes him to regain memories from a past life. If you're not a guardian bearer, it's like you're playing life on hard mode... Kai's newfound knowledge gives him a new sense of the unfair ""rule set"" that governs the world around him. One thing is clear: For those without a god to serve as their guardian, life is a constant struggle for survival. Thus begins the epic tale of a young boy's ascent into a vast world filled with magic, bloodshed, and mystery.

(Source: J-Novel Club)",6.8,5404.0,5181,20379,2775,2025-04-12,,tv,currently_airing,"['Action', 'Adventure', 'Fantasy']"
58199,Yoru wa Neko to Issho Season 3,"{'medium': 'https://cdn.myanimelist.net/images/anime/1241/144618.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1241/144618l.jpg'}",Third season of Yoru wa Neko to Issho.,6.72,5830.0,11644,2282,287,2024-12-04,,ona,currently_airing,"['Comedy', 'Pets']"
58780,Enter The Garden,"{'medium': 'https://cdn.myanimelist.net/images/anime/1867/144672.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1867/144672l.jpg'}","Haru, a free-spirited skater, has always felt like a misfit in a world where she's constantly told how to behave. One day, Haru meets T.K., a mysterious man sitting next to a vending machine, waiting for someone to appear.

(Source: Azuki YouTube Channel)",6.67,6156.0,10922,2819,287,2024-05-01,,ona,currently_airing,[]
49981,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II","{'medium': 'https://cdn.myanimelist.net/images/anime/1660/143460.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1660/143460l.jpg'}","Over a century ago, astral mages under persecution from the Empire banded together and established the Nebulis Sovereignty under three founding families: Lou, Hydra, and Zoa. With the leadership of Millavair Lou Nebulis VIII, the Sovereignty aims to minimize casualties in their conflict with the Empire—a stance the extremist Zoas disagree with. Tensions rise between the families as the upcoming election to decide the next leader approaches. The Zoas are willing to do anything to achieve success; however, a world-ending war may ensue should they be victorious.

Princess Aliceliese ""Alice"" Lou Nebulis XI has no choice but to cooperate with any potential allies in order to advance towards her ultimate goal of ending the conflict that has long tormented everyone involved. This includes Iska—one of the Empire's greatest warriors and her greatest rival.

[Written by MAL Rewrite]",6.66,6204.0,2336,94982,8394,2024-07-10,2025-06-26,tv,currently_airing,"['Action', 'Fantasy', 'Military', 'Romance']"
59935,Gorilla no Kami kara Kago sareta Reijou wa Ouritsu Kishidan de Kawaigarareru,"{'medium': 'https://cdn.myanimelist.net/images/anime/1714/148317.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1714/148317l.webp'}","In a world where individuals receive blessings from various animal gods at the age of sixteen, Sophia Riller, a timid count's daughter, unexpectedly receives the blessing of the ""Gorilla God""—said to be the strongest in combat. Though she longs for a peaceful school life, her rare and powerful ability attracts the attention of the Royal Knights, who scout her as an apprentice knight. Despite her efforts to hide her overwhelming strength, she can't help but stand out. Meanwhile, the promising young knights around her watch over her with kindness.

(Source: MAL News)",6.64,6338.0,4070,35268,5553,2025-04-06,2025-06-22,tv,currently_airing,"['Comedy', 'Fantasy', 'Romance', 'School']"
60749,Maomao no Hitorigoto 2nd Season,"{'medium': 'https://cdn.myanimelist.net/images/anime/1946/147490.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1946/147490l.jpg'}",Mini anime for Kusuriya no Hitorigoto 2nd Season released on YouTube.,6.63,6399.0,13762,1219,182,2025-01-13,,ona,currently_airing,"['Comedy', 'Historical', 'Medical', 'Mystery']"
60154,Ore wa Seikan Kokka no Akutoku Ryoushu!,"{'medium': 'https://cdn.myanimelist.net/images/anime/1703/148600.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1703/148600l.jpg'}","In his last life, Liam lived as a moral, responsible person...but died deep in debt and betrayed by his wife. Reborn into the ruling family of a vast interstellar empire, Liam knows that life is divided between the downtrodden and the ones who do the stomping, so this time he's going to take what he wants and live for himself. But somehow, things refuse to work out that way. Despite doing his best to become a tyrant, Liam's decisions lead to nothing but peace and prosperity for the empire under his rule, and he just gets more and more popular!

(Source: Seven Seas Entertainment)",6.61,6511.0,3521,46766,6417,2025-04-06,2025-06-22,tv,currently_airing,"['Action', 'Fantasy', 'Harem', 'Isekai', 'Mecha', 'Military', 'Reincarnation', 'Sci-Fi', 'Space']"
60140,"Kanchigai no Atelier Meister: Eiyuu Party no Moto Zatsuyougakari ga, Jitsu wa Sentou Igai ga SSS Rank Datta to Iu Yoku Aru Hanashi","{'medium': 'https://cdn.myanimelist.net/images/anime/1743/148272.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1743/148272l.jpg'}","Despite having no real combat talent, kind 15-year-old Kurt Rockhans belongs to the famous party Flaming Dragon Fang. He is perfectly satisfied as the party's helper—until the other members kick him out and replace him with a stronger ally. Left without a way to provide for himself, Kurt begins searching for a job.

With his job prospects limited by his lack of combat ability, Kurt gladly accepts any work that comes his way. During one such job, he meets Yulishia, an adventurer formerly employed by the royal family. Surprised by Kurt's impressive work, Yulishia discovers that he is no ordinary boy: Kurt possesses an astonishingly high aptitude in a variety of non-combat fields. Due to these talents, a court official tells Yulishia to offer Kurt a high status in the kingdom that would allow him to live in peace for the rest of his life.

When Yulishia informs Kurt about his potential rank, he brushes off the offer, refusing to think of himself as above other people. Still unaware of his real power, Kurt continues taking as many odd jobs as possible, which might just make him a pivotal part of the kingdom before he even notices it.

[Written by MAL Rewrite]",6.6,6561.0,3355,50933,8939,2025-04-06,2025-06-22,tv,currently_airing,"['Action', 'Adventure', 'Fantasy']"
59078,Princession Orchestra,"{'medium': 'https://cdn.myanimelist.net/images/anime/1831/149970.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1831/149970l.webp'}","Alicepia, a land of wonder that has existed somewhere in the world since ancient times, was once home to loving inhabitants known as the Alicepians. Their peaceful lives were disrupted when a mysterious monster, Jamaock, began to appear, threatening the sparkling brilliance of their homeland. If nothing is done, Alyspia will lose its radiance forever.

This is the story of the ""Princesses,"" whose unwavering songs of courage and hope shine even in the darkest times. A pop-song fantasia filled with energy and bravery -- Princession Orchestra!

(Source: Official YouTube, translated)",6.6,6569.0,8930,5199,502,2025-04-06,,tv,currently_airing,"['Action', 'Fantasy', 'Music']"
1960,Sore Ike! Anpanman,"{'medium': 'https://cdn.myanimelist.net/images/anime/1902/111797.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1902/111797l.jpg'}","One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. 

(Source: ANN)",6.59,6618.0,9075,4993,1778,1988-10-03,,tv,currently_airing,"['Comedy', 'Fantasy', 'Kids']"
60534,Koupen-chan,"{'medium': 'https://cdn.myanimelist.net/images/anime/1533/146981.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1533/146981l.jpg'}","Follows the everyday adventures of Koupen-chan and their friends as they enjoy the little things in life.

(Source: Crunchyroll)",6.58,6657.0,10024,3694,362,2025-04-06,,tv,currently_airing,"['Anthropomorphic', 'Iyashikei', 'Slice of Life']"
60821,Shiye Mowang,"{'medium': 'https://cdn.myanimelist.net/images/anime/1902/147674.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1902/147674l.webp'}","He was the king of the demon world that had been laid off because of complaints. She was the hero that had lost her position because she failed in her crusade. Fate bound these two together, and they began a journey filled with mysteries and to pay off their debts.",6.58,6702.0,12409,1808,162,2025-02-05,,ona,currently_airing,"['Comedy', 'Fantasy', 'Romance']"
59730,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu.","{'medium': 'https://cdn.myanimelist.net/images/anime/1897/149800.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1897/149800l.jpg'}","""I can't do this anymore!"" Yuke Feldio, a red mage, just left his adventurer A-Rank party. After being mistreated as a handyman and ridiculed for five years, he finally snapped! And so began his desolate, unemployed life... or so he thought! Through a stroke of luck, Yuke is welcomed into an all-female adventurer party comprised of his former students!! As they defeat dungeons one after another, Yuke's true strength is gradually revealed! As it turns out, this red mage wields extraordinary magic and skills?!

(Source: Kodansha USA)",6.57,6748.0,2745,73562,16235,2025-01-12,,tv,currently_airing,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Romance']"
56903,MyGO!!!!! Member no Nichijou,"{'medium': 'https://cdn.myanimelist.net/images/anime/1336/139081.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1336/139081l.jpg'}",Shorts showing the daily lives of members of the band MyGO!!!!! released on the official YouTube channel.,6.54,6912.0,15878,691,189,2022-08-24,,ona,currently_airing,"['Comedy', 'Gourmet']"
37290,Ani x Para: Anata no Hero wa Dare desu ka,"{'medium': 'https://cdn.myanimelist.net/images/anime/1336/102231.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1336/102231l.webp'}","NHK specials on parasports. The first episode covers blind soccer, with character designs by Yoichi Takahashi (from the Captain Tsubasa fame). And the second episode covers a female sprinter with a prosthetic leg, with character designs by Eisaku Kubonouchi (from the Hungry Days: Aoharu ka yo. fame). The specials featured interviews, coverage of the Paralympics, and an animated segment. This MAL entry will cover only the animated segment. ",6.52,7038.0,12310,1871,435,2017-11-10,,tv_special,currently_airing,"['Educational', 'Sports']"
58359,"Isshun de Chiryou shiteita noni Yakutatazu to Tsuihou sareta Tensai Chiyushi, Yami Healer toshite Tanoshiku Ikiru","{'medium': 'https://cdn.myanimelist.net/images/anime/1211/147335.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1211/147335l.jpg'}","Life hasn't been kind to Zenos. He was born in the slums, and his dirt-poor background has denied him almost every opportunity. After an encounter with a healer, he throws himself into studying to become one and finally catches a break when an adventurer invites Zenos into his party. Zenos is thrilled—so thrilled, in fact, that he's willing to put up with his teammates treating him like garbage. They fail to appreciate his talents and ultimately kick him to the curb, claiming he's outlived his usefulness to them.

Now bereft of money and out of options, Zenos decides to put his self-taught skills to use elsewhere and opens an underground clinic. Word quickly spreads about the brilliant healer working incredible magic in the city's shadowy underbelly. Even the royal palace is taking notice...

Can Zenos buck the odds and carve out a life for himself in a world that's spit in his face? And can he save the lives of the patients who wind up on his doorstep in the process?

(Source: J-Novel Club)",6.49,7191.0,2716,74599,10371,2025-04-03,2025-06-19,tv,currently_airing,"['Fantasy', 'Medical']"
55593,Holo no Graffiti Specials,"{'medium': 'https://cdn.myanimelist.net/images/anime/1550/136355.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1550/136355l.jpg'}",Special episodes of Holo no Graffiti.,6.45,7513.0,13865,1184,176,2019-04-29,,ona,currently_airing,['Comedy']
32353,Bonobono (TV 2016),"{'medium': 'https://cdn.myanimelist.net/images/anime/1686/149949.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1686/149949l.webp'}","Based on the original comic BONO BONO by Mikio Igarashi that has seen over 9,000,000 total copies printed, this is the definitive animated version of the emotionally soothing character-driven series that will make you ask yourself the philosophical question, ""What are living things?"" while laughing at heartwarming gags and being entertained by the interactions of amusing forest friends Bonobono the young sea otter, Chipmunk, Fishing Cat, and more.

Enjoy the easygoing days and minor misadventures of Bonobono and his friends!

(Source: Fuji Creative)",6.38,7877.0,9751,4012,784,2016-04-02,,tv,currently_airing,"['Anthropomorphic', 'Comedy', 'Slice of Life']"
4459,Ojarumaru,"{'medium': 'https://cdn.myanimelist.net/images/anime/1839/132018.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1839/132018l.jpg'}","In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)",6.37,7943.0,11551,2350,582,1998-10-05,,tv,currently_airing,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy', 'Kids']"
60009,Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.,"{'medium': 'https://cdn.myanimelist.net/images/anime/1770/148195.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1770/148195l.jpg'}","School x Supernatural x Mystery. This story takes place before the exorcist Kyougokudou opened up a used bookstore...

Our setting is in Tokyo in 1948, just right after the war. Kanna Kusakabe had just become a second-year at a high school when she meets the new language teacher, Akihiko Chuuzenji. Mysterious supernatural things keep happening around Kanna. Once again today, Kanna is going to open the doors to the library prep room to seek help from the surly Chuuzenji-sensei who is waiting inside.

A high school supernatural mystery featuring the unlikely duo between a teacher and a high school girl is about to begin!

(Source: Pony Canyon, edited)",6.36,8026.0,6245,12501,1210,2025-04-07,2025-06-23,tv,currently_airing,"['Historical', 'Mystery', 'School', 'Shounen', 'Supernatural']"
53907,Tom to Jerry Gokko,"{'medium': 'https://cdn.myanimelist.net/images/anime/1653/146834.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1653/146834l.jpg'}","To celebrate ""Cheese Day,"" (November 11 in Japan), Cartoon Network Japan aired an anime spin on Tom and Jerry that combines the fast-paced humor of the original with a cute, ""pop"" worldview. The pair are joined by the diaper-wearing Tuffy Mouse, another recurring character from the classic cartoon.

(Source: Crunchyroll)",6.33,8157.0,13086,1462,535,2022-11-11,,tv,currently_airing,"['Comedy', 'Kids']"
60535,Everyday Host,"{'medium': 'https://cdn.myanimelist.net/images/anime/1634/146982.webp', 'large': 'https://cdn.myanimelist.net/images/anime/1634/146982l.webp'}","The story follows Hajime Sekiguchi, a former life insurance salesman who, in a moment of desperation, makes the unexpected leap into the world of hosts.

At Club One, Hajime finds himself surrounded by a cast of eccentric personalities: a ""younger brother"" type host with 20 years of experience, a former idol specializing in romantic sales tactics, and a hyper-aggressive host obsessed with mobile games. Despite thinking, ""This isn't a job for anyone with a sane mind,"" Hajime uses his polished insurance sales skills to attract clients and carve out a surprising niche for himself.

(Source: MAL News)",6.29,8427.0,8439,5997,571,2025-04-05,,tv,currently_airing,"['Adult Cast', 'Comedy', 'Gag Humor', 'Workplace']"
59819,"Bye Bye, Earth 2nd Season","{'medium': 'https://cdn.myanimelist.net/images/anime/1538/147930.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1538/147930l.jpg'}","Second season of Bye Bye, Earth.",6.28,8503.0,5583,16782,1360,2025-04-04,2025-06-06,tv,currently_airing,"['Action', 'Adventure', 'Anthropomorphic', 'Fantasy']"
60377,Nazotoki wa Dinner no Ato de,"{'medium': 'https://cdn.myanimelist.net/images/anime/1118/149222.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1118/149222l.jpg'}","Set in Kunitachi City, Tokyo. Reiko Houshou, a rookie detective at the Kunitachi Police Department, is also the heiress of the globally renowned ""Houshou Group."" She tackles challenging cases alongside Inspector Kazamatsuri, heir to the ""Kazamatsuri Motors"" family business, and Kageyama, her sharp-tongued butler and driver.

With biting remarks like, ""Are your eyes merely decorative, my lady?"" Kageyama not only critiques Reiko's lack of deductive skills but also brilliantly solves the mysteries at hand. A sharp-tongued butler meets classic detective fiction in this unique mystery series.

(Source: MAL News)",6.26,8646.0,4975,22517,2772,2025-04-04,2025-06-20,tv,currently_airing,"['Adult Cast', 'Comedy', 'Detective', 'Mystery']"
59744,Maebashi Witches,"{'medium': 'https://cdn.myanimelist.net/images/anime/1907/148540.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1907/148540l.jpg'}","Yuina Akagi is an ordinary high school freshman in Maebashi City, Gunma Prefecture—until a talking frog named Keroppe appears and throws an unexpected proposal her way:

""Why don't you become a witch?""

Before she knows it, Yuina's closet becomes a gateway to a mysterious world, where she meets four other girls—each with their own quirks and magical potential. There's the fiery Azu Niisato, the level-headed Kyouka Kitahara, the ever-optimistic Choco Mitsumata, and the carefree Mai Kamiizumi.

Together, they form the Maebashi Witches, a group dedicated to granting people's wishes through magic, music, and a bit of mayhem. Their base of operation? A charming little flower shop in the heart of the shopping district—where the flowers of the heart can finally bloom.

With a little magic and a lot of heart, their new life as witches is about to begin.

(Source: MAL News)
",6.2,8962.0,7025,9485,1184,2025-04-06,2025-06-22,tv,currently_airing,"['Drama', 'Fantasy']"
58395,Neko ni Tensei shita Ojisan,"{'medium': 'https://cdn.myanimelist.net/images/anime/1562/149986.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1562/149986l.jpg'}","Once an average office worker, an old man finds himself reincarnated as a sweet little cat named Pun-chan. Unsure of how he got into this position, he tries to find his way around in his new body. However, the cat soon runs into familiar faces—including his former boss, who quickly becomes fond of him. Regardless, there does not seem to be a dull day ahead for Pun-chan as he learns to adapt to his new life.

[Written by MAL Rewrite]",6.2,8970.0,11077,2691,354,2024-10-07,,tv,currently_airing,"['Comedy', 'Pets', 'Reincarnation']"
